order_id,product_id,product_details_id,quantity,subtotal,discount_amount,subtotal_after_discount
1211,18,53,1,69000,8280.0,60720.0
1211,11,31,1,79000,9480.0,69520.0
1211,24,59,1,55000,6600.0,48400.0
1211,1,1,1,29000,3480.0,25520.0
1212,22,57,1,55000,30000.0,25000.0
1212,10,29,1,79000,30000.0,49000.0
1213,23,58,1,55000,0.0,55000.0
1214,4,11,1,39000,7020.0,31980.0
1215,15,42,1,55000,6600.0,48400.0
1215,20,55,1,45000,5400.0,39600.0
1216,9,26,1,79000,9480.0,69520.0
1216,12,33,1,55000,6600.0,48400.0
1216,1,3,1,45000,5400.0,39600.0
1216,10,29,1,79000,9480.0,69520.0
1216,16,45,1,45000,5400.0,39600.0
1217,15,43,1,65000,30000.0,35000.0
1217,9,25,1,75000,30000.0,45000.0
1217,2,5,1,34000,30000.0,4000.0
1217,4,11,1,39000,30000.0,9000.0
1217,3,7,1,29000,30000.0,-1000.0
1218,29,64,1,150000,27000.0,123000.0
1218,5,13,1,45000,8100.0,36900.0
1219,30,65,1,200000,36000.0,164000.0
1220,13,38,1,69000,30000.0,39000.0
1220,9,26,1,79000,30000.0,49000.0
1220,10,28,1,75000,30000.0,45000.0
1221,16,47,1,69000,30000.0,39000.0
1222,18,52,1,55000,30000.0,25000.0
1222,11,30,1,69000,30000.0,39000.0
1222,14,41,1,69000,30000.0,39000.0
1222,29,64,1,150000,30000.0,120000.0
1222,7,20,1,49000,30000.0,19000.0
1223,19,54,1,45000,30000.0,15000.0
1223,25,60,1,35000,30000.0,5000.0
1224,28,63,1,120000,21600.0,98400.0
1224,13,36,1,55000,9900.0,45100.0
1225,18,52,1,55000,9900.0,45100.0
1225,9,25,1,75000,13500.0,61500.0
1226,11,30,1,69000,0.0,69000.0
1226,1,1,1,29000,0.0,29000.0
1227,5,15,1,55000,10000.0,45000.0
1227,19,54,1,45000,10000.0,35000.0
1228,7,20,1,49000,30000.0,19000.0
1228,14,41,1,69000,30000.0,39000.0
1228,16,47,1,69000,30000.0,39000.0
1229,21,56,1,45000,8100.0,36900.0
1229,4,11,1,39000,7020.0,31980.0
1229,6,16,2,90000,16200.0,73800.0
1229,1,3,1,45000,8100.0,36900.0
1229,8,23,1,49000,8820.0,40180.0
1229,2,5,1,34000,6120.0,27880.0
1229,23,58,1,55000,9900.0,45100.0
1229,18,52,1,55000,9900.0,45100.0
1229,16,46,1,55000,9900.0,45100.0
1229,10,28,1,75000,13500.0,61500.0
1229,10,29,1,79000,14220.0,64780.0
1229,9,25,1,75000,13500.0,61500.0
1229,7,21,1,55000,9900.0,45100.0
1229,29,64,1,150000,27000.0,123000.0
1229,3,9,1,39000,7020.0,31980.0
1229,13,36,1,55000,9900.0,45100.0
1229,17,49,1,55000,9900.0,45100.0
1229,12,34,1,65000,11700.0,53300.0
1230,4,11,1,39000,3120.0,35880.0
1230,30,65,1,200000,16000.0,184000.0
1231,10,28,1,75000,0.0,75000.0
1232,7,19,1,45000,30000.0,15000.0
1233,17,48,1,45000,0.0,45000.0
1234,12,33,2,110000,13200.0,96800.0
1234,18,52,1,55000,6600.0,48400.0
1234,10,27,1,65000,7800.0,57200.0
1234,2,4,1,29000,3480.0,25520.0
1234,10,29,1,79000,9480.0,69520.0
1235,8,22,1,45000,10000.0,35000.0
1236,26,61,1,100000,0.0,100000.0
1236,7,20,1,49000,0.0,49000.0
1236,6,18,1,55000,0.0,55000.0
1236,1,2,1,39000,0.0,39000.0
1236,17,48,1,45000,0.0,45000.0
1236,15,42,1,55000,0.0,55000.0
1236,7,21,1,55000,0.0,55000.0
1236,8,22,1,45000,0.0,45000.0
1236,1,1,1,29000,0.0,29000.0
1236,18,52,1,55000,0.0,55000.0
1237,28,63,1,120000,21600.0,98400.0
1237,6,18,1,55000,9900.0,45100.0
1237,10,27,1,65000,11700.0,53300.0
1237,13,37,1,65000,11700.0,53300.0
1237,12,34,1,65000,11700.0,53300.0
1237,23,58,1,55000,9900.0,45100.0
1238,3,9,1,39000,7020.0,31980.0
1238,25,60,1,35000,6300.0,28700.0
1239,3,8,1,34000,2720.0,31280.0
1239,16,46,1,55000,4400.0,50600.0
1239,11,31,1,79000,6320.0,72680.0
1239,15,43,1,65000,5200.0,59800.0
1239,6,18,1,55000,4400.0,50600.0
1240,16,46,1,55000,30000.0,25000.0
1240,2,6,1,39000,30000.0,9000.0
1240,17,50,1,69000,30000.0,39000.0
1240,19,54,1,45000,30000.0,15000.0
1241,9,25,1,75000,30000.0,45000.0
1242,11,32,1,85000,10000.0,75000.0
1242,22,57,1,55000,10000.0,45000.0
1243,17,48,2,90000,10000.0,80000.0
1243,14,39,1,55000,10000.0,45000.0
1243,28,63,2,240000,10000.0,230000.0
1243,23,58,1,55000,10000.0,45000.0
1243,2,6,1,39000,10000.0,29000.0
1243,11,31,1,79000,10000.0,69000.0
1243,14,40,1,65000,10000.0,55000.0
1243,18,52,1,55000,10000.0,45000.0
1244,11,30,1,69000,10000.0,59000.0
1245,6,16,1,45000,3600.0,41400.0
1245,11,31,1,79000,6320.0,72680.0
1245,23,58,1,55000,4400.0,50600.0
1245,10,28,1,75000,6000.0,69000.0
1246,16,45,1,45000,8100.0,36900.0
1246,7,21,1,55000,9900.0,45100.0
1247,7,21,1,55000,10000.0,45000.0
1248,26,61,1,100000,8000.0,92000.0
1249,11,30,1,69000,0.0,69000.0
1249,17,48,1,45000,0.0,45000.0
1249,12,33,1,55000,0.0,55000.0
1249,7,19,1,45000,0.0,45000.0
1249,13,37,1,65000,0.0,65000.0
1250,28,63,1,120000,14400.0,105600.0
1250,12,34,1,65000,7800.0,57200.0
1251,12,35,1,69000,8280.0,60720.0
1252,2,5,1,34000,30000.0,4000.0
1252,14,40,1,65000,30000.0,35000.0
1253,27,62,1,110000,0.0,110000.0
1253,13,36,1,55000,0.0,55000.0
1253,14,41,1,69000,0.0,69000.0
1253,13,38,1,69000,0.0,69000.0
1253,1,1,2,58000,0.0,58000.0
1254,14,41,1,69000,8280.0,60720.0
1254,7,19,1,45000,5400.0,39600.0
1255,13,38,1,69000,30000.0,39000.0
1256,15,44,1,69000,30000.0,39000.0
1256,3,7,1,29000,30000.0,-1000.0
1257,15,43,1,65000,7800.0,57200.0
1258,12,34,1,65000,30000.0,35000.0
1258,2,6,1,39000,30000.0,9000.0
1258,18,53,1,69000,30000.0,39000.0
1258,26,61,1,100000,30000.0,70000.0
1258,11,31,1,79000,30000.0,49000.0
1258,10,27,1,65000,30000.0,35000.0
1259,22,57,1,55000,0.0,55000.0
1259,10,29,1,79000,0.0,79000.0
1259,4,11,1,39000,0.0,39000.0
1259,24,59,1,55000,0.0,55000.0
1259,8,22,1,45000,0.0,45000.0
1259,11,30,1,69000,0.0,69000.0
1260,9,25,1,75000,30000.0,45000.0
1260,2,4,1,29000,30000.0,-1000.0
1260,6,18,2,110000,30000.0,80000.0
1260,10,28,1,75000,30000.0,45000.0
1260,16,47,1,69000,30000.0,39000.0
1261,15,43,1,65000,30000.0,35000.0
1261,27,62,1,110000,30000.0,80000.0
1261,5,14,1,49000,30000.0,19000.0
1262,25,60,1,35000,30000.0,5000.0
1262,30,65,1,200000,30000.0,170000.0
1262,15,44,1,69000,30000.0,39000.0
1262,24,59,1,55000,30000.0,25000.0
1262,11,31,1,79000,30000.0,49000.0
1262,11,32,1,85000,30000.0,55000.0
1263,20,55,1,45000,8100.0,36900.0
1263,10,28,1,75000,13500.0,61500.0
1264,10,29,1,79000,6320.0,72680.0
1264,14,40,1,65000,5200.0,59800.0
1265,13,38,1,69000,30000.0,39000.0
1266,2,4,1,29000,10000.0,19000.0
1266,2,5,1,34000,10000.0,24000.0
1266,11,30,1,69000,10000.0,59000.0
1266,16,46,1,55000,10000.0,45000.0
1266,5,14,1,49000,10000.0,39000.0
1267,26,61,1,100000,30000.0,70000.0
1268,11,32,1,85000,30000.0,55000.0
1268,9,24,1,65000,30000.0,35000.0
1269,1,2,1,39000,3120.0,35880.0
1269,5,15,1,55000,4400.0,50600.0
1270,14,39,1,55000,6600.0,48400.0
1270,26,61,1,100000,12000.0,88000.0
1270,4,12,1,45000,5400.0,39600.0
1270,17,49,1,55000,6600.0,48400.0
1271,8,23,1,49000,8820.0,40180.0
1271,12,35,1,69000,12420.0,56580.0
1271,1,3,1,45000,8100.0,36900.0
1271,10,27,1,65000,11700.0,53300.0
1271,28,63,1,120000,21600.0,98400.0
1272,5,13,1,45000,3600.0,41400.0
1273,1,2,1,39000,3120.0,35880.0
1274,15,44,1,69000,8280.0,60720.0
1275,17,50,1,69000,8280.0,60720.0
1275,6,17,1,49000,5880.0,43120.0
1275,24,59,1,55000,6600.0,48400.0
1275,6,16,1,45000,5400.0,39600.0
1275,5,14,1,49000,5880.0,43120.0
1276,16,45,1,45000,30000.0,15000.0
1276,2,6,1,39000,30000.0,9000.0
1277,12,35,1,69000,10000.0,59000.0
1277,3,9,1,39000,10000.0,29000.0
1278,28,63,1,120000,9600.0,110400.0
1278,18,53,1,69000,5520.0,63480.0
1278,4,11,1,39000,3120.0,35880.0
1279,15,43,1,65000,30000.0,35000.0
1279,12,34,1,65000,30000.0,35000.0
1279,19,54,1,45000,30000.0,15000.0
1279,13,38,1,69000,30000.0,39000.0
1279,11,30,1,69000,30000.0,39000.0
1280,14,40,1,65000,30000.0,35000.0
1280,9,24,1,65000,30000.0,35000.0
1280,18,51,1,45000,30000.0,15000.0
1280,2,6,1,39000,30000.0,9000.0
1280,5,13,1,45000,30000.0,15000.0
1280,7,21,1,55000,30000.0,25000.0
1281,8,22,1,45000,8100.0,36900.0
1281,18,53,1,69000,12420.0,56580.0
1282,8,23,1,49000,30000.0,19000.0
1282,9,24,1,65000,30000.0,35000.0
1283,8,23,1,49000,8820.0,40180.0
1283,6,16,1,45000,8100.0,36900.0
1283,9,25,1,75000,13500.0,61500.0
1283,14,41,1,69000,12420.0,56580.0
1284,4,10,1,29000,30000.0,-1000.0
1285,28,63,1,120000,21600.0,98400.0
1285,14,39,1,55000,9900.0,45100.0
1286,11,31,1,79000,10000.0,69000.0
1286,15,43,1,65000,10000.0,55000.0
1286,4,11,1,39000,10000.0,29000.0
1287,11,32,1,85000,15300.0,69700.0
1288,16,47,1,69000,12420.0,56580.0
1288,10,28,1,75000,13500.0,61500.0
1288,6,16,1,45000,8100.0,36900.0
1288,23,58,1,55000,9900.0,45100.0
1289,30,65,1,200000,24000.0,176000.0
1289,16,45,1,45000,5400.0,39600.0
1289,17,48,1,45000,5400.0,39600.0
1290,15,44,1,69000,30000.0,39000.0
1290,2,5,1,34000,30000.0,4000.0
1291,5,15,1,55000,10000.0,45000.0
1291,9,25,1,75000,10000.0,65000.0
1292,29,64,1,150000,30000.0,120000.0
1293,15,43,1,65000,10000.0,55000.0
1293,18,53,1,69000,10000.0,59000.0
1294,25,60,1,35000,30000.0,5000.0
1294,9,24,1,65000,30000.0,35000.0
1295,5,13,1,45000,8100.0,36900.0
1295,24,59,1,55000,9900.0,45100.0
1296,17,49,1,55000,30000.0,25000.0
1297,12,35,1,69000,30000.0,39000.0
1298,26,61,1,100000,0.0,100000.0
1299,27,62,1,110000,19800.0,90200.0
1299,15,42,1,55000,9900.0,45100.0
1299,20,55,1,45000,8100.0,36900.0
1299,5,13,1,45000,8100.0,36900.0
1299,4,12,1,45000,8100.0,36900.0
1299,4,11,1,39000,7020.0,31980.0
1299,2,5,1,34000,6120.0,27880.0
1299,18,51,1,45000,8100.0,36900.0
1299,6,16,1,45000,8100.0,36900.0
1299,18,52,1,55000,9900.0,45100.0
1299,30,65,1,200000,36000.0,164000.0
1300,1,2,1,39000,4680.0,34320.0
1301,17,50,1,69000,8280.0,60720.0
1301,13,37,1,65000,7800.0,57200.0
1301,13,38,1,69000,8280.0,60720.0
1301,3,8,1,34000,4080.0,29920.0
1301,6,17,1,49000,5880.0,43120.0
1301,3,9,1,39000,4680.0,34320.0
1302,12,33,1,55000,6600.0,48400.0
1302,4,12,1,45000,5400.0,39600.0
1302,13,38,1,69000,8280.0,60720.0
1303,15,44,1,69000,10000.0,59000.0
1304,24,59,1,55000,9900.0,45100.0
1304,15,43,1,65000,11700.0,53300.0
1305,8,23,1,49000,0.0,49000.0
1305,25,60,1,35000,0.0,35000.0
1306,3,9,1,39000,3120.0,35880.0
1306,7,21,1,55000,4400.0,50600.0
1307,14,40,1,65000,5200.0,59800.0
1307,15,42,1,55000,4400.0,50600.0
1308,7,19,1,45000,0.0,45000.0
1308,15,43,1,65000,0.0,65000.0
1309,26,61,1,100000,10000.0,90000.0
1309,17,50,1,69000,10000.0,59000.0
1310,5,14,1,49000,3920.0,45080.0
