order_date,cus_id,store_id,payment_method_id,coupon_id,status
2025-10-07 11:50:15,369,407,1,22.0,Success
2025-10-07 11:50:15,16,180,4,19.0,Success
2025-10-07 11:50:15,172,206,3,14.0,Success
2025-10-07 11:50:15,169,443,1,19.0,Success
2025-10-07 11:50:15,614,296,2,22.0,Success
2025-10-07 11:50:15,286,640,4,19.0,Success
2025-10-07 11:50:15,451,329,4,10.0,Success
2025-10-07 11:50:15,90,391,2,19.0,Success
2025-10-07 11:50:15,206,123,4,19.0,Success
2025-10-07 11:50:15,241,177,3,13.0,Success
2025-10-07 11:50:15,103,255,4,22.0,Success
2025-10-07 11:50:15,391,278,4,10.0,Success
2025-10-07 11:50:15,111,147,1,14.0,Success
2025-10-07 11:50:15,245,246,2,10.0,Success
2025-10-07 11:50:15,665,504,2,22.0,Success
2025-10-07 11:50:15,367,275,3,19.0,Success
2025-10-07 11:50:15,464,58,2,22.0,Success
2025-10-07 11:50:15,285,138,1,14.0,Success
2025-10-07 11:50:15,207,184,1,,Success
2025-10-07 11:50:15,588,358,3,19.0,Success
2025-10-07 11:50:15,506,494,2,13.0,Success
2025-10-07 11:50:15,473,552,1,13.0,Success
2025-10-07 11:50:15,242,139,4,13.0,Success
2025-10-07 11:50:15,600,204,4,10.0,Success
2025-10-07 11:50:15,629,442,3,19.0,Success
2025-10-07 11:50:15,613,24,3,,Success
2025-10-07 11:50:15,535,249,2,9.0,Success
2025-10-07 11:50:15,604,511,4,9.0,Success
2025-10-07 11:50:15,398,491,4,,Success
2025-10-07 11:50:15,520,171,3,10.0,Success
2025-10-07 11:50:15,559,353,3,9.0,Success
2025-10-07 11:50:15,643,617,1,14.0,Success
2025-10-07 11:50:15,176,289,3,9.0,Success
2025-10-07 11:50:15,621,482,4,10.0,Success
2025-10-07 11:50:15,79,523,4,10.0,Success
2025-10-07 11:50:15,398,492,3,,Success
2025-10-07 11:50:15,104,55,1,9.0,Success
2025-10-07 11:50:15,591,354,4,10.0,Success
2025-10-07 11:50:15,708,407,1,9.0,Success
2025-10-07 11:50:15,444,132,2,13.0,Success
2025-10-07 11:50:15,241,124,4,13.0,Success
2025-10-07 11:50:15,472,148,3,10.0,Success
2025-10-07 11:50:15,350,422,1,13.0,Success
2025-10-07 11:50:15,431,424,1,22.0,Success
2025-10-07 11:50:15,423,387,2,,Success
2025-10-07 11:50:15,427,437,4,9.0,Success
2025-10-07 11:50:15,284,460,2,14.0,Success
2025-10-07 11:50:15,69,229,4,9.0,Success
2025-10-07 11:50:15,298,125,4,,Success
2025-10-07 11:50:15,13,536,3,,Success
2025-10-07 11:50:15,143,85,4,13.0,Success
2025-10-07 11:50:15,542,663,3,13.0,Success
2025-10-07 11:50:15,640,659,1,14.0,Success
2025-10-07 11:50:15,329,420,2,22.0,Success
2025-10-07 11:50:15,415,254,3,19.0,Success
2025-10-07 11:50:15,650,473,3,10.0,Success
2025-10-07 11:50:15,15,380,1,9.0,Success
2025-10-07 11:50:15,257,322,3,19.0,Success
2025-10-07 11:50:15,405,229,3,13.0,Success
2025-10-07 11:50:15,564,319,4,22.0,Success
2025-10-07 11:50:15,54,506,3,10.0,Success
2025-10-07 11:50:15,148,493,3,10.0,Success
2025-10-07 11:50:15,385,304,4,14.0,Success
2025-10-07 11:50:15,59,639,1,10.0,Success
2025-10-07 11:50:15,83,581,2,10.0,Success
2025-10-07 11:50:15,329,602,2,22.0,Success
2025-10-07 11:50:15,586,645,3,19.0,Success
2025-10-07 11:50:15,182,377,3,,Success
2025-10-07 11:50:15,316,454,1,19.0,Success
2025-10-07 11:50:15,167,407,3,13.0,Success
2025-10-07 11:50:15,682,512,3,9.0,Success
2025-10-07 11:50:15,281,198,2,10.0,Success
2025-10-07 11:50:15,164,78,3,19.0,Success
2025-10-07 11:50:15,314,273,2,22.0,Success
2025-10-07 11:50:15,326,46,1,22.0,Success
2025-10-07 11:50:15,286,23,4,19.0,Success
2025-10-07 11:50:15,103,624,2,22.0,Success
2025-10-07 11:50:15,190,239,3,19.0,Success
2025-10-07 11:50:15,609,522,3,22.0,Success
2025-10-07 11:50:15,60,187,2,14.0,Success
2025-10-07 11:50:15,614,394,2,22.0,Success
2025-10-07 11:50:15,561,33,1,14.0,Success
2025-10-07 11:50:15,680,10,1,13.0,Success
2025-10-07 11:50:15,614,430,3,22.0,Success
2025-10-07 11:50:15,221,238,1,13.0,Success
2025-10-07 11:50:15,605,164,3,13.0,Success
2025-10-07 11:50:15,691,475,4,9.0,Success
2025-10-07 11:50:15,162,287,2,19.0,Success
2025-10-07 11:50:15,138,612,1,13.0,Success
2025-10-07 11:50:15,186,18,3,,Success
2025-10-07 11:50:15,137,516,2,,Success
2025-10-07 11:50:15,12,138,4,9.0,Success
2025-10-07 11:50:15,139,437,3,13.0,Success
2025-10-07 11:50:15,200,285,2,9.0,Success
2025-10-07 11:50:15,650,160,3,10.0,Success
2025-10-07 11:50:15,314,662,3,22.0,Success
2025-10-07 11:50:15,217,499,2,9.0,Success
2025-10-07 11:50:15,478,199,1,10.0,Success
2025-10-07 11:50:15,297,447,1,19.0,Success
2025-10-07 11:50:15,488,26,1,19.0,Success
2025-10-07 11:50:15,720,589,2,22.0,Success
2025-10-07 11:50:15,650,134,1,10.0,Success
2025-10-07 11:50:15,95,399,3,,Success
2025-10-07 11:50:15,212,285,4,13.0,Success
2025-10-07 11:50:15,520,338,3,10.0,Success
2025-10-07 11:50:15,273,551,2,13.0,Success
2025-10-07 11:50:15,406,629,2,13.0,Success
2025-10-07 11:50:15,506,527,4,13.0,Success
2025-10-07 11:50:15,552,557,2,,Success
2025-10-07 11:50:15,409,400,2,22.0,Success
2025-10-07 11:50:15,378,155,2,10.0,Success
2025-10-07 11:50:15,81,667,4,19.0,Success
2025-10-07 11:50:15,232,400,2,13.0,Success
2025-10-07 11:50:15,601,654,4,19.0,Success
2025-10-07 11:50:15,531,589,4,22.0,Success
2025-10-07 11:50:15,506,216,1,21.0,Success
2025-10-07 11:50:15,275,195,1,,Success
2025-10-07 11:50:15,676,213,3,,Success
2025-10-07 11:50:15,268,293,3,,Success
2025-10-07 11:50:15,567,377,4,19.0,Success
2025-10-07 11:50:15,241,232,4,21.0,Success
2025-10-07 11:50:15,211,235,3,10.0,Success
2025-10-07 11:50:15,336,5,4,14.0,Success
2025-10-07 11:50:15,87,25,4,14.0,Success
2025-10-07 11:50:15,237,452,3,10.0,Success
2025-10-07 11:50:15,209,36,2,,Success
2025-10-07 11:50:15,130,163,2,,Success
2025-10-07 11:50:15,424,550,1,13.0,Success
2025-10-07 11:50:15,392,518,2,10.0,Success
2025-10-07 11:50:15,413,617,4,,Success
2025-10-07 11:50:15,344,49,1,13.0,Success
2025-10-07 11:50:15,591,414,2,10.0,Success
2025-10-07 11:50:15,452,235,4,,Success
2025-10-07 11:50:15,513,241,4,,Success
2025-10-07 11:50:15,420,245,4,10.0,Success
2025-10-07 11:50:15,588,501,4,19.0,Success
2025-10-07 11:50:15,611,21,3,22.0,Success
2025-10-07 11:50:15,69,488,2,9.0,Success
2025-10-07 11:50:15,615,608,2,19.0,Success
2025-10-07 11:50:15,647,245,1,19.0,Success
2025-10-07 11:50:15,624,408,4,9.0,Success
2025-10-07 11:50:15,335,587,2,9.0,Success
2025-10-07 11:50:15,101,620,4,,Success
2025-10-07 11:50:15,164,465,4,19.0,Success
2025-10-07 11:50:15,603,14,1,13.0,Success
2025-10-07 11:50:15,413,158,4,,Success
2025-10-07 11:50:15,247,465,4,9.0,Success
2025-10-07 11:50:15,79,177,1,10.0,Success
2025-10-07 11:50:15,125,187,3,14.0,Success
2025-10-07 11:50:15,191,113,2,19.0,Success
2025-10-07 11:50:15,635,451,4,13.0,Success
2025-10-07 11:50:15,568,261,2,,Success
2025-10-07 11:50:15,273,226,3,13.0,Success
2025-10-07 11:50:15,562,188,1,13.0,Success
2025-10-07 11:50:15,402,139,2,13.0,Success
2025-10-07 11:50:15,70,64,4,,Success
2025-10-07 11:50:15,645,458,3,22.0,Success
2025-10-07 11:50:15,147,410,3,14.0,Success
2025-10-07 11:50:15,471,335,3,9.0,Success
2025-10-07 11:50:15,587,218,1,,Success
2025-10-07 11:50:15,241,107,2,21.0,Success
2025-10-07 11:50:15,341,561,3,13.0,Success
2025-10-07 11:50:15,88,662,4,13.0,Success
2025-10-07 11:50:15,303,507,2,13.0,Success
2025-10-07 11:50:15,631,344,4,,Success
2025-10-07 11:50:15,132,632,4,9.0,Success
2025-10-07 11:50:15,65,43,4,13.0,Success
2025-10-07 11:50:15,219,540,3,9.0,Success
2025-10-07 11:50:15,419,82,4,19.0,Success
2025-10-07 11:50:15,320,618,1,10.0,Success
2025-10-07 11:50:15,680,195,3,13.0,Success
2025-10-07 11:50:15,640,47,1,14.0,Success
2025-10-07 11:50:15,118,365,1,22.0,Success
2025-10-07 11:50:15,94,153,1,9.0,Success
2025-10-07 11:50:15,442,306,4,13.0,Success
2025-10-07 11:50:15,330,456,3,22.0,Success
2025-10-07 11:50:15,479,453,1,14.0,Success
2025-10-07 11:50:15,478,646,3,10.0,Success
2025-10-07 11:50:15,305,34,2,13.0,Success
2025-10-07 11:50:15,552,414,1,,Success
2025-10-07 11:50:15,196,470,1,,Success
2025-10-07 11:50:15,355,377,3,14.0,Success
2025-10-07 11:50:15,466,600,4,14.0,Success
2025-10-07 11:50:15,649,400,2,,Success
2025-10-07 11:50:15,521,147,3,10.0,Success
2025-10-07 11:50:15,512,569,1,14.0,Success
2025-10-07 11:50:15,450,442,3,13.0,Success
2025-10-07 11:50:15,166,518,1,10.0,Success
2025-10-07 11:50:15,520,160,1,10.0,Success
2025-10-07 11:50:15,363,644,3,,Success
2025-10-07 11:50:15,321,199,1,10.0,Success
2025-10-07 11:50:15,328,572,2,9.0,Success
2025-10-07 11:50:15,555,79,2,14.0,Success
2025-10-07 11:50:15,558,51,2,19.0,Success
2025-10-07 11:50:15,550,236,3,13.0,Success
2025-10-07 11:50:15,332,46,4,13.0,Success
2025-10-07 11:50:15,467,526,2,19.0,Success
2025-10-07 11:50:15,409,100,2,22.0,Success
2025-10-07 11:50:15,189,600,1,13.0,Success
2025-10-07 11:50:15,231,332,2,22.0,Success
2025-10-07 11:50:15,122,414,2,13.0,Success
2025-10-07 11:50:15,602,634,3,13.0,Success
2025-10-07 11:50:15,66,659,4,13.0,Success
2025-10-07 11:50:15,99,493,3,22.0,Success
2025-10-07 11:50:15,583,547,4,9.0,Success
2025-10-07 11:50:15,530,496,1,22.0,Success
2025-10-07 11:50:15,513,27,3,,Success
2025-10-07 11:50:15,246,297,4,,Success
2025-10-07 11:50:15,342,510,1,13.0,Success
2025-10-07 11:50:15,371,346,2,9.0,Success
2025-10-07 11:50:15,290,460,2,22.0,Success
2025-10-07 11:50:15,674,172,4,,Success
2025-10-07 11:50:15,521,56,2,10.0,Success
2025-10-07 11:50:15,428,458,1,9.0,Success
2025-10-07 11:50:15,162,253,4,19.0,Success
2025-10-07 11:50:15,162,624,1,19.0,Success
2025-10-07 11:50:15,639,401,1,10.0,Success
2025-10-07 11:50:15,168,40,4,22.0,Success
2025-10-07 11:50:15,386,222,2,19.0,Success
2025-10-07 11:50:15,357,275,1,19.0,Success
2025-10-07 11:50:15,606,613,4,13.0,Success
2025-10-07 11:50:15,689,527,4,9.0,Success
2025-10-07 11:50:15,712,546,3,,Success
2025-10-07 11:50:15,461,510,1,14.0,Success
2025-10-07 11:50:15,53,228,4,14.0,Success
2025-10-07 11:50:15,241,181,3,,Success
2025-10-07 11:50:15,351,193,1,10.0,Success
2025-10-07 11:50:15,700,150,4,,Success
2025-10-07 11:50:15,428,476,3,9.0,Success
2025-10-07 11:50:15,150,320,3,22.0,Success
2025-10-07 11:50:15,594,656,4,19.0,Success
2025-10-07 11:50:15,189,654,3,21.0,Success
2025-10-07 11:50:15,212,232,2,13.0,Success
2025-10-07 11:50:15,586,191,3,19.0,Success
2025-10-07 11:50:15,669,61,3,,Success
2025-10-07 11:50:15,437,349,1,10.0,Success
2025-10-07 11:50:15,188,595,4,9.0,Success
2025-10-07 11:50:15,284,436,2,14.0,Success
2025-10-07 11:50:15,503,419,4,13.0,Success
2025-10-07 11:50:15,129,14,2,,Success
2025-10-07 11:50:15,149,17,2,13.0,Success
2025-10-07 11:50:15,183,279,4,14.0,Success
2025-10-07 11:50:15,100,621,2,22.0,Success
2025-10-07 11:50:15,270,511,4,13.0,Success
2025-10-07 11:50:15,357,262,4,19.0,Success
2025-10-07 11:50:15,107,245,3,,Success
2025-10-07 11:50:15,442,589,2,13.0,Success
2025-10-07 11:50:15,522,18,3,9.0,Success
2025-10-07 11:50:15,688,21,3,10.0,Success
2025-10-07 11:50:15,678,573,3,19.0,Success
2025-10-07 11:50:15,661,628,1,10.0,Success
2025-10-07 11:50:15,186,36,1,,Success
2025-10-07 11:50:15,65,402,1,13.0,Success
2025-10-07 11:50:15,380,90,1,13.0,Success
2025-10-07 11:50:15,644,508,2,14.0,Success
2025-10-07 11:50:15,366,137,2,14.0,Success
2025-10-07 11:50:15,661,523,1,10.0,Success
2025-10-07 11:50:15,569,523,4,22.0,Success
2025-10-07 11:50:15,285,663,3,14.0,Success
2025-10-07 11:50:15,483,332,4,9.0,Success
2025-10-07 11:50:15,244,447,3,13.0,Success
2025-10-07 11:50:15,238,340,4,19.0,Success
2025-10-07 11:50:15,414,462,1,22.0,Success
2025-10-07 11:50:15,254,500,1,,Success
2025-10-07 11:50:15,542,98,2,21.0,Success
2025-10-07 11:50:15,144,50,1,10.0,Success
2025-10-07 11:50:15,712,611,2,,Success
2025-10-07 11:50:15,506,355,3,21.0,Success
2025-10-07 11:50:15,224,500,2,13.0,Success
2025-10-07 11:50:15,257,236,4,19.0,Success
2025-10-07 11:50:15,323,492,1,,Success
2025-10-07 11:50:15,492,322,4,10.0,Success
2025-10-07 11:50:15,695,506,3,19.0,Success
2025-10-07 11:50:15,543,219,3,9.0,Success
2025-10-07 11:50:15,200,598,4,9.0,Success
2025-10-07 11:50:15,367,528,4,19.0,Success
2025-10-07 11:50:15,61,123,2,,Success
2025-10-07 11:50:15,608,294,1,,Success
2025-10-07 11:50:15,619,488,2,19.0,Success
2025-10-07 11:50:15,668,283,2,,Success
2025-10-07 11:50:15,279,74,1,14.0,Success
2025-10-07 11:50:15,650,505,3,10.0,Success
2025-10-07 11:50:15,14,276,2,19.0,Success
2025-10-07 11:50:15,411,119,1,22.0,Success
2025-10-07 11:50:15,209,552,2,,Success
2025-10-07 11:50:15,186,152,3,,Success
2025-10-07 11:50:15,219,319,3,9.0,Success
2025-10-07 11:50:15,689,125,2,9.0,Success
2025-10-07 11:50:15,689,150,3,9.0,Success
2025-10-07 11:50:15,328,619,2,9.0,Success
2025-10-07 11:50:15,409,621,4,22.0,Success
2025-10-07 11:50:15,718,240,2,22.0,Success
2025-10-07 11:50:15,93,495,1,19.0,Success
2025-10-07 11:50:15,256,613,2,10.0,Success
2025-10-07 11:50:15,472,371,3,10.0,Success
2025-10-07 11:50:15,526,89,4,22.0,Success
2025-10-07 11:50:15,59,430,1,10.0,Success
2025-10-07 11:50:15,209,520,4,,Success
2025-10-07 11:50:15,513,440,3,,Success
2025-10-07 11:50:15,337,230,2,10.0,Success
2025-10-07 11:50:15,312,490,4,14.0,Success
2025-10-07 11:50:15,14,410,4,19.0,Success
2025-10-07 11:50:15,420,396,1,10.0,Success
2025-10-07 11:50:15,206,454,1,19.0,Success
2025-10-07 11:50:15,277,501,4,14.0,Success
2025-10-07 11:50:15,413,47,2,,Success
2025-10-07 11:50:15,94,436,4,9.0,Success
2025-10-07 11:50:15,403,487,2,13.0,Success
2025-10-07 11:50:15,340,110,3,9.0,Success
2025-10-07 11:50:15,280,400,4,13.0,Success
2025-10-07 11:50:15,311,208,2,22.0,Success
2025-10-07 11:50:15,193,138,2,9.0,Success
2025-10-07 11:50:15,524,230,3,13.0,Success
2025-10-07 11:50:15,266,257,3,14.0,Success
2025-10-07 11:50:15,181,98,4,14.0,Success
2025-10-07 11:50:15,305,188,4,13.0,Success
2025-10-07 11:50:15,489,157,2,22.0,Success
2025-10-07 11:50:15,381,419,3,10.0,Success
2025-10-07 11:50:15,528,525,3,9.0,Success
2025-10-07 11:50:15,360,178,1,19.0,Success
2025-10-07 11:50:15,711,666,1,13.0,Success
2025-10-07 11:50:15,296,570,1,,Success
2025-10-07 11:50:15,53,178,2,14.0,Success
2025-10-07 11:50:15,199,231,4,22.0,Success
2025-10-07 11:50:15,67,393,4,9.0,Success
2025-10-07 11:50:15,457,11,4,19.0,Success
2025-10-07 11:50:15,682,363,2,9.0,Success
2025-10-07 11:50:15,551,69,2,10.0,Success
2025-10-07 11:50:15,443,611,3,9.0,Success
2025-10-07 11:50:15,317,636,3,14.0,Success
2025-10-07 11:50:15,10,77,3,19.0,Success
2025-10-07 11:50:15,447,270,1,9.0,Success
2025-10-07 11:50:15,521,475,4,10.0,Success
2025-10-07 11:50:15,621,522,1,10.0,Success
2025-10-07 11:50:15,646,367,3,13.0,Success
2025-10-07 11:50:15,402,399,1,13.0,Success
2025-10-07 11:50:15,295,367,4,19.0,Success
2025-10-07 11:50:15,599,345,1,13.0,Success
2025-10-07 11:50:15,591,412,3,10.0,Success
2025-10-07 11:50:15,539,325,3,13.0,Success
2025-10-07 11:50:15,327,621,2,9.0,Success
2025-10-07 11:50:15,413,83,3,,Success
2025-10-07 11:50:15,432,124,1,13.0,Success
2025-10-07 11:50:15,525,106,2,10.0,Success
2025-10-07 11:50:15,341,316,2,13.0,Success
2025-10-07 11:50:15,544,300,3,13.0,Success
2025-10-07 11:50:15,271,384,2,9.0,Success
2025-10-07 11:50:15,169,324,2,19.0,Success
2025-10-07 11:50:15,151,183,3,,Success
2025-10-07 11:50:15,371,285,4,9.0,Success
2025-10-07 11:50:15,526,117,3,22.0,Success
2025-10-07 11:50:15,436,227,1,14.0,Success
2025-10-07 11:50:15,430,74,2,22.0,Success
2025-10-07 11:50:15,52,527,1,10.0,Success
2025-10-07 11:50:15,336,146,3,14.0,Success
2025-10-07 11:50:15,260,174,3,19.0,Success
2025-10-07 11:50:15,199,448,2,22.0,Success
